2017-11-08T11:12, 2017-11-08T11:30, #
2017-11-09T09:48, 2017-11-09T10:03, #
2017-11-09T11:23, 2017-11-09T11:32, #
2017-11-09T14:22, 2017-11-09T14:32, 95
2017-11-09T14:38, 2017-11-09T14:45, 91
2017-11-09T21:52, 2017-11-09T22:15, 95
2017-11-10T10:16, 2017-11-10T10:26, 91
2017-11-10T10:26, 2017-11-10T10:34, 95
2017-11-11T13:45, 2017-11-11T14:22, 95
2017-11-12T12:09, 2017-11-12T12:26, 95
2017-11-13T08:10, 2017-11-13T08:24, 91
2017-11-13T09:38, 2017-11-13T10:07, 95
2017-11-13T11:21, 2017-11-13T11:35, 91
2017-11-13T15:27, 2017-11-13T11:30, 95
2017-11-13T15:42, 2017-11-13T11:45, 95
2017-11-13T20:38, 2017-11-13T21:05, 95
2017-11-14T08:21, 2017-11-14T08:38, 95
2017-11-14T14:41, 2017-11-14T14:44, 98
2017-11-14T15:45, 2017-11-14T15:47, 95
2017-11-14T23:43, 2017-11-15T00:04, 95
2017-11-15T09:48, 2017-11-15T10:03, 91
2017-11-15T10:07, 2017-11-15T10:10, 95
2017-11-16T05:31, 2017-11-16T06:01, 95
2017-11-16T09:27, 2017-11-16T09:43, 91
2017-11-16T11:20, 2017-11-16T11:27, 95
2017-11-17T01:14, 2017-11-17T01:34, 95
2017-11-17T09:52, 2017-11-17T10:07, 95
2017-11-17T13:57, 2017-11-17T13:59, 95
2017-11-18T02:08, 2017-11-18T02:28, 95
2017-11-18T16:12, 2017-11-18T16:30, 95
2017-11-19T02:04, 2017-11-19T02:23, 95
2017-11-19T12:26, 2017-11-19T12:41, 95
2017-11-19T16:51, 2017-11-19T17:15, 95
2017-11-19T20:34, 2017-11-19T20:48, 95
2017-11-20T05:00, 2017-11-20T05:32, 95
2017-11-20T08:09, 2017-11-20T08:26, 91
2017-11-20T09:53, 2017-11-20T09:57, 95
2017-11-20T17:43, 2017-11-20T17:45, 85
2017-11-20T23:27, 2017-11-20T23:50, 95
2017-11-21T08:29, 2017-11-21T08:43, 95
2017-11-21T12:42, 2017-11-21T12:43, 95
2017-11-22T01:03, 2017-11-22T01:25, 95
2017-11-22T11:11, 2017-11-22T11:30, 95
2017-11-23T06:25, 2017-11-23T06:49, 95
2017-11-23T09:37, 2017-11-23T09:50, 91
2017-11-23T11:27, 2017-11-23T11:36, 95
2017-11-24T00:39, 2017-11-24T01:01, 95
2017-11-24T09:48, 2017-11-24T10:02, 91
2017-11-24T10:05, 2017-11-24T10:08, 85
2017-11-25T00:38, 2017-11-25T01:00, 95
2017-11-25T16:18, 2017-11-25T16:33, 95
2017-11-25T18:33, 2017-11-25T18:45, 4
2017-11-26T00:34, 2017-11-26T00:55, 95
